Gender,Marital_Status,Income_Category,Customer_Age,Credit_Limit,Total_Revolving_Bal
F,Married,Less than $40K,49,15016.0,2016
M,Single,$120K +,45,9036.0,0
M,Single,$80K - $120K,54,12813.0,1998
F,Married,Less than $40K,40,4660.0,1844
M,Married,$60K - $80K,49,34516.0,1064
M,Single,$80K - $120K,48,13174.0,0
M,Single,Unknown,43,11210.0,1079
M,Single,$120K +,42,31639.0,2446
M,Married,$120K +,49,34516.0,1634
M,Single,$120K +,43,34516.0,1742
F,Married,Less than $40K,44,2490.0,1235
M,Unknown,$80K - $120K,45,26438.0,1655
F,Single,Less than $40K,38,7504.0,1134
M,Married,$120K +,44,34516.0,1058
M,Single,$120K +,45,34516.0,1488
F,Married,Unknown,51,15048.0,2517
M,Single,$80K - $120K,41,9357.0,1942
M,Married,$60K - $80K,51,11548.0,0
F,Single,Less than $40K,56,8767.0,1684
M,Single,$40K - $60K,42,5306.0,2410
F,Single,Unknown,52,3608.0,2517
F,Married,Less than $40K,49,15987.0,2065
M,Single,$120K +,50,31782.0,0
M,Married,$120K +,42,34516.0,1440
F,Married,$40K - $60K,45,19107.0,933
M,Married,$80K - $120K,50,34516.0,1466
M,Married,$80K - $120K,41,21751.0,1573
F,Single,Less than $40K,44,7926.0,1051
M,Single,$120K +,51,34516.0,1279
M,Married,$80K - $120K,48,27984.0,1793
M,Divorced,$60K - $80K,40,24499.0,2517
M,Single,$80K - $120K,49,2221.0,1291
M,Single,$80K - $120K,43,5858.0,961
M,Single,$80K - $120K,51,27318.0,2416
F,Single,Unknown,44,9766.0,1575
M,Single,$60K - $80K,59,26692.0,2517
M,Single,$60K - $80K,49,34516.0,913
M,Single,$120K +,38,14938.0,0
M,Married,$80K - $120K,52,33256.0,928
M,Single,$120K +,49,34516.0,0
M,Single,$40K - $60K,47,5791.0,1957
F,Single,Unknown,51,2319.0,1347
M,Married,$80K - $120K,46,17698.0,1769
M,Single,$80K - $120K,52,34516.0,1701
F,Single,Less than $40K,57,6482.0,1686
M,Single,$60K - $80K,40,18975.0,0
M,Divorced,$60K - $80K,44,34516.0,1652
M,Single,$40K - $60K,47,2479.0,1748
F,Unknown,Less than $40K,41,4941.0,1040
M,Single,$60K - $80K,42,34516.0,2276
F,Married,Unknown,44,8230.0,1333
M,Married,$40K - $60K,44,22226.0,1864
M,Single,$120K +,47,28852.0,1974
M,Unknown,$40K - $60K,36,6893.0,1462
M,Married,$60K - $80K,45,7653.0,1693
M,Unknown,$80K - $120K,50,26840.0,769
M,Divorced,$60K - $80K,41,4549.0,2109
M,Divorced,$120K +,55,16828.0,2517
M,Single,$40K - $60K,45,6530.0,1425
F,Single,$40K - $60K,40,11642.0,1501
M,Single,$80K - $120K,43,5390.0,1324
F,Married,Less than $40K,49,7037.0,0
M,Married,Less than $40K,47,8390.0,0
M,Single,$60K - $80K,49,2122.0,1101
M,Married,$40K - $60K,43,3442.0,2517
F,Married,Less than $40K,44,6680.0,1839
F,Single,Unknown,42,34516.0,1066
F,Married,$40K - $60K,44,7244.0,2031
M,Married,$80K - $120K,52,34516.0,1369
M,Married,$60K - $80K,42,2476.0,2250
F,Married,Less than $40K,40,2019.0,803
F,Divorced,Less than $40K,54,8758.0,1511
M,Divorced,$60K - $80K,62,6103.0,2517
F,Single,Less than $40K,52,2166.0,1458
F,Single,Less than $40K,50,3449.0,1634
F,Divorced,Less than $40K,51,2984.0,2512
F,Single,Less than $40K,54,13432.0,0
F,Married,$40K - $60K,39,10830.0,2184
M,Unknown,$80K - $120K,50,2673.0,0
M,Married,$120K +,46,34516.0,1649
M,Single,$60K - $80K,45,20633.0,1989
M,Single,Unknown,61,9070.0,2097
M,Unknown,$120K +,51,11954.0,0
M,Married,$80K - $120K,50,34516.0,925
M,Divorced,$80K - $120K,48,4479.0,0
M,Married,Less than $40K,50,3968.0,2264
F,Single,Unknown,58,2599.0,1407
M,Divorced,$60K - $80K,46,10074.0,1223
F,Married,$40K - $60K,46,10901.0,1874
F,Single,Less than $40K,42,8325.0,0
M,Single,$80K - $120K,38,34516.0,2008
M,Single,$120K +,40,34516.0,2088
M,Single,$80K - $120K,43,7196.0,696
M,Married,$60K - $80K,48,34516.0,0
M,Single,$80K - $120K,38,34516.0,1595
M,Married,$120K +,46,32926.0,1540
M,Unknown,$40K - $60K,44,18072.0,1378
M,Single,$80K - $120K,50,24533.0,1813
M,Unknown,$40K - $60K,39,4874.0,2317
M,Unknown,$60K - $80K,50,12889.0,1822
F,Married,Less than $40K,41,7531.0,1692
F,Divorced,Less than $40K,49,1838.0,1155
M,Married,$80K - $120K,42,30117.0,2129
M,Single,$60K - $80K,46,5131.0,1484
M,Single,$80K - $120K,44,34516.0,2517
M,Single,$80K - $120K,53,24262.0,1984
M,Single,$80K - $120K,51,34516.0,1228
F,Unknown,Less than $40K,38,7385.0,1817
M,Married,$60K - $80K,50,20708.0,1357
F,Married,Less than $40K,47,14057.0,1381
M,Unknown,$80K - $120K,38,34516.0,1132
M,Married,$60K - $80K,45,17072.0,1519
M,Single,$80K - $120K,52,25737.0,1168
F,Single,Less than $40K,44,2211.0,768
F,Unknown,Unknown,35,16950.0,0
M,Married,$60K - $80K,44,15043.0,0
M,Single,$80K - $120K,40,29338.0,159
M,Single,$120K +,57,25808.0,0
F,Married,Less than $40K,43,2248.0,1853
F,Divorced,$40K - $60K,45,3670.0,1684
F,Single,Less than $40K,44,8861.0,1149
M,Married,$120K +,47,34516.0,1161
M,Married,$60K - $80K,50,8014.0,1250
F,Married,Less than $40K,44,2771.0,1779
M,Married,$120K +,51,34516.0,1702
F,Married,Unknown,45,8383.0,0
F,Single,Less than $40K,44,15365.0,630
F,Married,Less than $40K,48,2913.0,0
F,Single,Less than $40K,40,4748.0,2085
M,Single,$80K - $120K,50,34516.0,0
F,Unknown,Less than $40K,38,2609.0,1259
F,Single,$40K - $60K,43,11508.0,0
F,Unknown,Less than $40K,45,2396.0,887
M,Married,$120K +,49,18991.0,1208
M,Married,$80K - $120K,44,10908.0,0
M,Unknown,$40K - $60K,53,14627.0,1997
M,Married,$40K - $60K,46,2219.0,1180
M,Single,$80K - $120K,56,25736.0,1388
M,Single,$60K - $80K,63,7997.0,1096
M,Single,$40K - $60K,40,2849.0,1741
M,Married,$80K - $120K,45,29227.0,1151
M,Married,$120K +,52,34516.0,1382
M,Married,$40K - $60K,50,12458.0,1332
M,Single,$60K - $80K,62,7547.0,2477
M,Married,$120K +,44,34516.0,0
F,Married,Less than $40K,45,10677.0,0
M,Unknown,$80K - $120K,53,2340.0,1612
F,Single,$40K - $60K,38,23981.0,0
F,Married,$40K - $60K,44,6329.0,1643
M,Married,$40K - $60K,42,4960.0,1724
M,Unknown,$60K - $80K,44,34516.0,1601
F,Single,Less than $40K,55,15987.0,1973
F,Single,Less than $40K,52,3244.0,1855
M,Married,$60K - $80K,48,7298.0,2517
M,Married,$80K - $120K,48,28307.0,1506
M,Married,$40K - $60K,47,2430.0,1657
M,Married,$120K +,49,7650.0,2045
F,Divorced,$40K - $60K,47,6443.0,2073
M,Married,$80K - $120K,47,13356.0,1497
M,Single,$120K +,56,4675.0,1340
M,Single,$40K - $60K,61,2177.0,1329
M,Single,$120K +,45,34516.0,1411
F,Married,Less than $40K,49,2821.0,1995
F,Married,Less than $40K,44,6769.0,1133
M,Unknown,$80K - $120K,50,34516.0,0
M,Married,$120K +,51,30172.0,1825
F,Single,Less than $40K,44,7742.0,1163
M,Single,$80K - $120K,46,11814.0,1440
M,Married,$80K - $120K,41,28687.0,1607
M,Married,$60K - $80K,51,25653.0,2059
F,Single,$40K - $60K,52,4705.0,890
M,Married,$80K - $120K,39,19150.0,1093
M,Single,$60K - $80K,38,34516.0,1494
M,Married,$80K - $120K,51,11765.0,1429
M,Divorced,$80K - $120K,41,16627.0,2118
M,Married,$60K - $80K,43,13553.0,1448
M,Married,$60K - $80K,40,11476.0,2365
M,Single,$80K - $120K,58,5182.0,1459
M,Married,$60K - $80K,44,23026.0,2517
M,Married,$60K - $80K,48,18477.0,0
M,Married,$80K - $120K,49,29890.0,0
M,Unknown,$60K - $80K,48,8290.0,1030
M,Married,$40K - $60K,44,16199.0,1533
F,Single,Unknown,54,3723.0,1728
M,Single,Less than $40K,45,12695.0,1613
F,Single,Unknown,54,34516.0,0
M,Married,$60K - $80K,46,30379.0,2175
F,Single,$40K - $60K,37,9875.0,1239
M,Married,$60K - $80K,41,34516.0,1559
M,Married,$60K - $80K,43,2600.0,2047
M,Single,$80K - $120K,39,34516.0,0
M,Single,$60K - $80K,61,12218.0,0
M,Married,$80K - $120K,51,34516.0,0
F,Divorced,$40K - $60K,48,21754.0,0
M,Single,$60K - $80K,46,8396.0,604
F,Single,Less than $40K,39,15987.0,1494
F,Single,Less than $40K,55,12094.0,1870
M,Single,$60K - $80K,44,2946.0,743
M,Single,$40K - $60K,48,17812.0,0
F,Single,$40K - $60K,46,13743.0,0
F,Single,$40K - $60K,39,23981.0,1696
F,Divorced,$40K - $60K,45,15785.0,1174
F,Single,Less than $40K,43,3015.0,0
F,Married,$40K - $60K,40,19000.0,1568
M,Married,$120K +,49,11714.0,949
F,Single,$40K - $60K,39,11135.0,1563
M,Married,$60K - $80K,47,34516.0,1349
M,Single,$80K - $120K,42,34516.0,2273
F,Divorced,Less than $40K,44,13259.0,866
M,Married,$80K - $120K,47,5660.0,2210
M,Single,$60K - $80K,63,23355.0,1061
M,Married,$80K - $120K,49,20734.0,2517
F,Married,$40K - $60K,43,2476.0,1396
M,Single,$120K +,55,34516.0,2443
F,Unknown,Less than $40K,46,7552.0,0
M,Married,Less than $40K,42,14630.0,0
M,Single,$40K - $60K,43,6080.0,787
M,Single,$80K - $120K,51,28605.0,0
M,Unknown,$80K - $120K,49,2886.0,925
F,Single,Unknown,51,34516.0,531
F,Divorced,Less than $40K,31,10850.0,1873
M,Divorced,$80K - $120K,43,24244.0,1649
M,Single,$60K - $80K,59,17218.0,1829
F,Married,Unknown,41,14746.0,0
M,Single,$120K +,53,34516.0,1051
M,Single,$80K - $120K,39,34458.0,846
M,Single,$120K +,57,34516.0,2517
M,Divorced,$40K - $60K,60,9369.0,1813
M,Unknown,$80K - $120K,51,22741.0,2176
F,Single,$40K - $60K,46,9110.0,2517
M,Married,$60K - $80K,45,34516.0,1308
